Fecha,Semana,DiaMes,Mes,DiasSem,KG_15EMPA09,KG_15EMPA10,KG_15PREM01,KG_15MEZC08,KG_15MOLI07,KG_15AHUM10,KG_15FORM02,KG_15SEPA02,KG_15MEZC06,KG_15AHUM01,KG_15FORM01,KG_15SEPA01,KG_15AHUM09,KG_15EMBU01,KG_15EMPM06,KG_15TUNE01,KG_15MEZC07,KG_15MOLI01,KG_15MOLI06,KG_15EMPA11,KG_15EMPM01,KG_15MEZC05,KG_15MOLI03,KG_15HORN01,KG_15PORC03,KG_15TUNE03,KG_15EMPA06,KG_15EMPA02,KG_15MOLI02,KG_15SELL02,KG_15MEZC04,KG_15MOLI08,KG_15TUNE02,KG_15PORC01,KG_15TUNE04,KG_15EMBU03,KG_15EMPA08,KG_15EMPM05,KG_15COCI01,KG_15EMPA04,KG_15TAJA02,KG_15EMUL01,KG_15SELL05,KG_15DOSI01,KG_15SELL06,KG_15SELL03,Hrs_15EMPA09,Hrs_15EMPA10,Hrs_15PREM01,Hrs_15MEZC08,Hrs_15MOLI07,Hrs_15AHUM10,Hrs_15FORM02,Hrs_15SEPA02,Hrs_15MEZC06,Hrs_15AHUM01,Hrs_15FORM01,Hrs_15SEPA01,Hrs_15AHUM09,Hrs_15EMBU01,Hrs_15EMPM06,Hrs_15TUNE01,Hrs_15MEZC07,Hrs_15MOLI01,Hrs_15MOLI06,Hrs_15EMPA11,Hrs_15EMPM01,Hrs_15MEZC05,Hrs_15MOLI03,Hrs_15HORN01,Hrs_15PORC03,Hrs_15TUNE03,Hrs_15EMPA06,Hrs_15EMPA02,Hrs_15MOLI02,Hrs_15SELL02,Hrs_15MEZC04,Hrs_15MOLI08,Hrs_15TUNE02,Hrs_15PORC01,Hrs_15TUNE04,Hrs_15EMBU03,Hrs_15EMPA08,Hrs_15EMPM05,Hrs_15COCI01,Hrs_15EMPA04,Hrs_15TAJA02,Hrs_15EMUL01,Hrs_15SELL05,Hrs_15DOSI01,Hrs_15SELL06,Hrs_15SELL03,energia
04/04/2019,14,4,4,4,23555,25378,24,47137,39078,44653,47137,44653,19729,18998,20858,18998,57815,58177,54318,57815,58177,53540,58177,3488,14836,3454,3454,3090,3090,3090,1995,12130,38487,11652,14886,14886,14120,14836,14836,0,0,0,0,3247,3247,3499,3184,1126,2362,0,13.41,15.15,0.48,9.4,7.34,13.52,55.09,41.38,5.12,6.26,20.27,18.57,60.89,21.81,9.53,52.44,21.13,10.99,6.63,10.46,20,6.76,1.04,8.65,8.63,8.6,3.33,8.01,4.26,10.72,13.82,3.06,8.96,15.19,19.01,0,0,0,0,11.73,11.73,0.37,6.42,4.07,5.96,0,33517.08
05/04/2019,14,5,4,5,28276,32936,21,66594,78860,63784,66685,63784,14634,13508,14415,13508,58246,58920,55752,58246,59236,57551,59236,7367,19882,8498,8498,696677,696677,696677,5279,10381,47070,7869,15955,15955,15955,15860,15860,0,0,0,0,2315,2315,2495,7991,0,1189,0,12.49,13.76,0.39,12.2,15.61,13.52,54.59,52.14,4.24,6.07,19.7,18.15,62.02,21.27,9.79,51.91,21.47,11.61,6.8,21.39,45.17,15.66,3.07,19.9,19.9,19.91,6.29,9.76,5.4,7.25,14.7,3.25,10.04,16.14,21.26,0,0,0,0,8.36,8.36,0.27,16.31,0,3,0,33267.96
06/04/2019,14,6,4,6,32002,32227,22,65017,53197,61866,65094,61866,15622,14995,15702,14995,51300,51634,51300,51300,51634,46966,51634,5383,14412,5639,5639,1947029,1947029,1947029,375,11547,51153,9354,13366,13366,13366,13316,13316,0,0,0,0,0,0,0,3184,1163,3124,778,16.16,17.48,0.43,12.77,10.37,16.58,67.49,54.15,4.2,5.27,16.3,15.72,52.35,18.99,9.15,45.41,18.39,9.61,5.92,17.53,23.29,11.18,1.8,14.83,14.79,14.75,0.41,8.68,5.82,8.61,12.47,2.71,8.93,13.9,20.26,0,0,0,0,0,0,0,6.42,4.33,9.41,2.08,31587.48
07/04/2019,14,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14744.88
08/04/2019,15,8,4,1,26324,26369,28,50690,69383,48525,50781,48525,21045,19866,25014,19866,48412,49056,45898,48412,49389,47617,49389,5364,17989,6171,6171,943306,943306,943306,3613,11694,32355,9396,15870,15870,15870,15789,15789,0,0,0,0,2334,2334,2515,6393,0,2098,0,12.85,12.1,0.53,9.55,13.25,10.64,43.62,39.93,5.8,8.47,31.28,25.14,54.91,17.03,8.33,45.67,17.98,9.59,5.64,14.77,34.79,11.9,1.84,14.16,14.11,14.07,3.7,11.22,3.74,8.65,14.45,3.21,10.02,16.13,21.12,0,0,0,0,8.43,8.43,0.27,12.89,0,6.03,0,33587.28
09/04/2019,15,9,4,2,26140,28176,12,61446,57469,58732,61553,58732,18238,17237,18981,17237,47997,48289,45331,47997,48289,43642,48289,4013,15985,4062,4062,670521,670521,670521,2258,18684,57294,9582,14297,14297,14297,14233,14233,0,0,0,0,2475,2475,2667,4651,1209,0,0,11.96,13.76,0.25,11.57,11.55,14.11,57.81,47.94,5.1,6.28,20.44,18.8,50.41,18.06,8.5,43.56,17.61,8.96,5.41,14.9,29.69,7.04,1.87,11.35,11.39,11.43,3.49,14.02,6.53,8.94,12.91,2.87,9.04,14.57,19.01,0,0,0,0,8.94,8.94,0.28,9.54,4.67,0,0,33158.88
10/04/2019,15,10,4,3,31685,32888,33,60992,82484,58306,61119,58306,21492,20314,21627,20314,47011,47617,44633,47011,47941,41567,47941,5595,2194,6421,6421,5595,5595,5595,2722,10840,33061,0,14531,14531,0,0,14313,14531,14313,14313,14531,2208,2208,2379,0,0,2349,0,14.72,14.25,0.61,11.73,15.78,13,53.64,48.51,5.82,8.38,27.05,24.87,50.91,17.98,8.5,43.04,17.52,8.55,5.33,14.49,6.25,12.24,1.83,14.08,14.03,13.98,4.06,10.24,3.88,0,10.18,2.09,0,0,12.54,15.39,15.39,13.96,13,7.98,7.98,0.25,0,0,5.93,0,34121.88
11/04/2019,15,11,4,4,31252,30390,19,62202,63707,59334,62286,59334,20918,19936,20993,19936,57043,57400,54803,57043,57400,52748,57400,3777,14100,3787,3787,2080999,2080999,2080999,2406,14590,50205,10929,14149,14149,14149,14100,14100,0,0,0,0,2080,2080,2241,3171,1163,2080,0,14.78,14.68,0.37,11.93,12.56,14.72,59.4,50.27,5.81,7.75,24.41,23.17,59.24,21.9,10.17,51.31,20.83,10.8,6.46,12.78,19.76,9.42,1.41,10.91,10.89,10.87,4.02,11.1,5.8,10.06,12.59,2.81,8.98,14.5,18.79,0,0,0,0,7.52,7.52,0.24,6.39,3.82,6.88,0,33812.28
12/04/2019,15,12,4,5,29124,32454,35,60273,79022,57614,60401,57614,21310,20101,21431,20101,60029,60712,57599,60029,61033,59322,61033,6556,15072,7525,7525,6556,6556,6556,5274,10363,33614,8599,11802,11802,10976,11757,11757,0,0,0,0,2256,2256,2431,3158,0,1188,0,13.52,14.33,0.66,11.65,15.09,13.23,53.93,49.16,5.91,8.66,28.04,25.73,63.34,21.73,10.42,53,22.12,11.96,6.99,17.13,26.59,13.76,2.21,16.56,16.5,16.44,6.42,9.8,3.98,7.91,11.2,2.47,6.95,12,14.86,0,0,0,0,8.15,8.15,0.26,6.37,0,3,0,34265.16
13/04/2019,15,13,4,6,26105,27969,18,53995,60534,51577,54069,51577,20331,19173,20165,19173,50155,50474,48912,50155,50474,45864,50474,3826,14605,4436,4436,1643708,1643708,1643708,3461,12676,41751,8555,11801,11801,11015,11755,11755,0,0,0,0,1154,1154,1244,3200,0,976,0,12.34,13.27,0.36,10.22,11.93,12.16,50.06,42.32,5.68,7.29,22.88,21.78,52.21,19.18,9.01,45.37,18.28,9.41,5.64,13.08,26.86,8.22,1.86,11.68,11.71,11.75,5.49,9.75,4.74,7.87,11.17,2.46,6.97,12,14.9,0,0,0,0,4.17,4.17,0.13,6.45,0,3.23,0,30885.48
14/04/2019,15,14,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14742.36
15/04/2019,16,15,4,1,24384,26542,27,51740,73304,49540,51861,49540,24053,22671,26562,22671,46675,47312,44889,46675,47644,41206,47644,6881,12222,7874,7874,6881,6881,6881,5283,15490,32407,7758,7770,7770,7770,7758,7758,0,0,0,0,1658,1658,1786,0,0,2417,0,11.42,11.53,0.51,9.89,13.98,11,45.05,41.11,6.72,9.89,34.43,29.39,54.27,16.55,8.94,46.05,17.17,8.29,5.43,18.18,19.66,14.11,2.14,17.54,17.47,17.39,6.09,14.68,3.83,7.14,6.72,1.51,4.96,8.04,10.29,0,0,0,0,5.99,5.99,0.19,0,0,6.1,0,33014.16
16/04/2019,16,16,4,2,28601,30358,19,61689,65153,58911,61802,58911,22992,21988,24273,21988,51558,52207,49437,51558,52539,50771,52539,6800,2248,7812,7812,6800,6800,6800,3530,17742,50340,0,11426,11426,0,0,11260,11426,11260,11260,11426,1969,1969,2122,0,0,2388,0,13.83,15.17,0.39,11.84,12.76,14.35,58.85,48.89,6.22,7.99,26.2,23.91,56.63,18.19,9,47.55,19.08,10.23,5.99,17.53,6.4,15.01,2.29,17.04,16.98,16.93,5.55,13.12,5.79,0,8,1.65,0,0,9.93,12.13,12.05,10.98,10.22,7.12,7.12,0.23,0,0,6.03,0,34491.6
17/04/2019,16,17,4,3,23233,25689,23,46712,69479,44770,46820,44770,22767,21613,22902,21613,41132,41707,39210,41132,42032,37936,42032,5366,11849,5647,5647,1973633,1973633,1973633,1645,15351,31406,9633,11883,11883,11883,11849,11849,0,0,0,0,1784,1784,1922,1410,1142,3155,806,10.06,10.47,0.44,8.73,13.42,9.36,38.76,35.66,6.18,8.61,27.56,25.55,45.54,14.94,7.17,38.12,15.29,7.7,4.74,17.33,14.91,11.72,1.89,14.66,14.63,14.6,2.47,13,3.65,8.99,11.02,2.4,8.03,12.45,18.36,0,0,0,0,6.45,6.45,0.2,3.01,4.29,9.51,2.15,30833.28
18/04/2019,16,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13418.64
19/04/2019,16,19,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11807.28
20/04/2019,16,20,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14164.92
21/04/2019,16,21,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14293.44
22/04/2019,17,22,4,1,26635,28525,16,56441,61149,53943,56558,53943,21216,20176,21276,20176,44263,44853,41771,44263,45187,41153,45187,5547,15906,6359,6359,5547,5547,5547,1249,17066,49969,7785,12634,12634,12634,12573,12573,0,0,0,0,2314,2314,2493,4788,0,1157,0,12.3,13.81,0.32,10.73,11.95,12.98,52.94,44.73,5.98,8.09,25.6,24.23,47.81,16.9,8.1,40.11,16.69,8.45,4.94,14.6,31.52,11.4,1.81,14.09,14.03,13.98,1.74,14.08,5.75,7.17,11.47,2.55,7.98,12.85,16.81,0,0,0,0,8.36,8.36,0.26,9.76,0,2.92,0,32668.2
23/04/2019,17,23,4,2,28104,27270,21,56483,67116,54008,56600,54008,21104,19650,20955,19650,45765,46070,43154,45765,46070,46070,46070,3621,11533,3661,3661,1433507,1433507,1433507,6665,11072,37110,7728,10982,10982,10982,10937,10937,0,0,0,0,2424,2424,2612,3209,1142,836,0,12.18,10.51,0.4,11.48,13.01,11.99,49.82,44.87,6.03,8.69,28.16,25.94,52.08,14.99,7.42,44.05,16.77,9.28,5.29,14.18,20.04,7.09,1.76,10.71,10.75,10.79,8.32,10.55,4.37,7.12,9.86,2.2,6.95,11.22,14.6,0,0,0,0,8.76,8.76,0.28,6.47,4.46,2.76,0,32838.48
24/04/2019,17,24,4,3,33424,34992,15,78592,67884,75213,78772,75213,9030,8544,8836,8544,42899,43170,40308,42899,43170,43170,43170,4809,13788,5559,5559,1458392,1458392,1458392,0,14672,59796,7896,11028,11028,11028,10983,10983,0,0,0,0,2406,2406,2592,3087,0,2004,0,13.35,14.14,0.29,15.25,13.98,16.61,68.77,59.82,2.48,2.6,7.71,7.83,46.18,15.03,6.8,39.68,15.82,8.91,4.89,15.25,26.13,10.61,2.11,13.92,13.94,13.96,0,10.78,6.99,7.35,9.9,2.2,6.98,11.27,14.66,0,0,0,0,8.69,8.69,0.28,6.39,0,5.72,0,33575.04
25/04/2019,17,25,4,4,32143,33787,22,63143,80504,60516,63303,60516,19645,18494,19733,18494,45380,46315,42952,45380,46980,38802,46980,5717,2266,5985,5985,5303,5303,5303,2582,9986,43485,0,11704,11704,0,0,11537,11704,11537,11537,11704,2255,2255,2430,0,1182,1206,0,13.88,12.99,0.42,12.05,15.71,12.71,52.71,48.14,5.55,8.21,26.61,24.43,50.41,18.64,8.54,41.8,17.23,7.99,5.18,17.26,6.45,10.59,1.82,14.42,14.37,14.32,4.03,9.68,5.1,0,8.2,1.69,0,0,10.21,12.45,12.31,11.24,10.47,8.15,8.15,0.26,0,4.6,3.04,0,32893.92
26/04/2019,17,26,4,5,29985,33542,17,67095,59048,64034,67209,64034,11327,10793,11157,10793,30836,31355,29618,30836,31688,29914,31688,4806,12734,5571,5571,1458990,1458990,1458990,0,10708,41464,7926,11078,11078,11078,11033,11033,0,0,0,0,1131,1131,1218,3107,0,2042,0,12.92,14.85,0.34,13.12,12.02,15.17,62.49,52.75,3.04,3.18,9.42,9.54,33.65,11.04,5.18,27.62,11.48,6.04,3.64,14.99,23.04,11.14,2.18,13.75,13.77,13.8,0,6.71,4.85,7.37,9.94,2.21,7.02,11.32,14.72,0,0,0,0,4.09,4.09,0.13,6.37,0,5.83,0,30958.2
27/04/2019,17,27,4,6,27151,30616,15,59315,75164,56943,59484,56943,18424,17147,18283,17147,0,0,0,0,0,0,0,3667,2816,4247,4247,1437632,1437632,1437632,6361,9499,41250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,10.58,11.45,0.28,11.15,14.76,11.66,47.98,44.89,5.21,7.46,24.16,22.24,0,0,0,0,0,0,0,12.32,9.32,7.78,1.73,11.05,11.08,11.1,7.74,9.24,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,27007.92
28/04/2019,17,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15177.96
29/04/2019,18,29,4,1,31062,33030,10,69149,57323,66041,69268,66041,13315,12759,13348,12759,34328,34865,32033,34328,35198,31113,35198,5243,13238,5516,5516,838879,838879,838879,0,14035,55752,7767,10994,10994,10994,10949,10949,0,0,0,0,2131,2131,2296,3182,1072,835,0,12.98,14.4,0.2,13.69,11.64,15.45,64.08,54.11,3.7,4.68,14.49,14.05,38.69,12.54,6.19,32.04,12.82,6.26,4,18.16,23.48,9.82,1.75,13.86,13.81,13.77,0,10.65,6.42,7.15,9.87,2.2,6.96,11.23,14.61,0,0,0,0,7.7,7.7,0.24,6.42,4.92,2.76,0,32461.92
30/04/2019,18,30,4,2,32649,22109,21,51884,63255,49511,51990,49511,27009,25419,26907,25419,37789,38017,35065,37789,38017,38017,38017,4889,10368,5668,5668,1507264,1507264,1507264,3789,15576,38062,4662,8673,8673,8673,8629,8629,0,0,0,0,2529,2529,2725,3155,0,2071,812,15.83,9.65,0.42,10.72,12.23,11.9,49.61,41.31,7.52,10.25,32.71,30.52,39.63,14.48,6.74,34.33,14.14,7.9,4.18,15.31,22.29,11.34,2.23,14.02,14.05,14.08,5.98,12.93,4.44,4.29,8.43,1.8,5.96,9.06,14.15,0,0,0,0,9.14,9.14,0.29,6.52,0,5.92,2.17,32717.16
01/05/2019,18,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15788.16
02/05/2019,18,2,5,4,28403,29797,25,58647,77517,56299,58854,56299,21367,20294,21491,20294,36862,37416,34247,36862,37749,31325,37749,5302,14370,6090,6090,826002,826002,826002,3315,14557,41121,7872,11008,11008,11008,10963,10963,0,0,0,0,2429,2429,2617,3091,0,822,0,11.43,11.35,0.48,11.25,15.12,11.83,48.45,44.91,5.8,8.04,25.72,23.87,42.31,13.34,6.35,35.25,13.73,6.29,4.27,14.75,26.48,10.96,1.81,14.06,14.01,13.96,3.07,12.18,5,7.31,9.88,2.2,6.97,11.25,14.63,0,0,0,0,8.78,8.78,0.28,6.23,0,2.72,0,32891.4
03/05/2019,18,3,5,5,27831,27526,21,56269,57469,53622,56381,53622,20436,19278,20301,19278,41510,42090,38863,41510,42417,40676,42417,3679,1650,4265,4265,1408414,1408414,1408414,4267,12626,39238,0,8759,8759,0,0,8623,8759,8623,8623,8759,2458,2458,2649,0,0,1793,0,13.04,13.34,0.41,11.19,11.21,13.77,56.28,46.05,5.73,7.48,23.57,22.37,45.76,15.13,6.63,38.23,15.61,8.4,4.76,11.75,5.96,8.57,1.72,10.91,10.92,10.96,6.84,9.88,4.6,0,6.13,1.26,0,0,7.52,9.26,9.31,8.42,7.83,8.88,8.88,0.28,0,0,5,0,31892.4
04/05/2019,18,4,5,6,26863,30575,23,55059,75712,52740,55191,52740,20652,19441,20745,19441,31578,31778,30579,31578,31778,29458,31778,3010,12162,3473,3473,849604,849604,849604,1154,13141,32943,7839,11088,11088,11088,11043,11043,0,0,0,0,927,927,999,3204,0,847,0,11.02,11.73,0.43,10.43,14.67,11.11,45.97,42.38,5.83,8.64,28,25.7,33.17,11.51,5.5,28.52,11.41,5.93,3.66,8.56,20.29,6.77,1.1,8.15,8.12,8.1,1.65,12.61,3.88,7.22,9.95,2.22,7.02,11.33,14.74,0,0,0,0,3.35,3.35,0.11,6.46,0,2.8,0,29447.64
05/05/2019,18,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14110.92
06/05/2019,19,6,5,1,28343,31294,16,59414,60835,56769,59494,56769,17997,17087,18067,17087,39983,40232,37578,39983,40232,35585,40232,4555,14060,4662,4662,4155,4155,4155,2509,11162,46753,8686,11843,11843,11047,11798,11798,0,0,0,0,2234,2234,2407,3112,1137,1156,0,12.97,14.49,0.3,11.22,11.94,13.34,55.15,46.13,4.98,6.82,21.64,20.42,42.27,15.2,6.81,36.48,14.59,7.3,4.57,14.06,23.54,7.95,1.37,11.56,11.51,11.47,3.69,9.91,5.31,8.05,11.21,2.47,7,12.04,14.95,0,0,0,0,8.07,8.07,0.26,6.38,4.33,2.92,0,33605.64
07/05/2019,19,7,5,2,29756,29284,26,61489,72487,58751,61617,58751,20894,19569,20753,19569,38564,38808,36031,38564,38808,38808,38808,4805,12714,5571,5571,1467183,1467183,1467183,6105,12611,40760,7776,11025,11025,11025,10980,10980,0,0,0,0,2352,2352,2534,3204,0,2020,0,13.62,12.25,0.49,12.44,14.07,13.44,55.28,49.97,5.91,8.15,26.09,24.3,42.5,13.02,6.52,35.97,14.14,7.82,4.46,15.07,23.37,11.13,2.2,13.79,13.82,13.84,7.75,10.77,4.79,7.16,9.9,2.2,6.98,11.26,14.65,0,0,0,0,8.5,8.5,0.27,6.46,0,5.75,0,33091.56
08/05/2019,19,8,5,3,29708,31110,16,62498,64298,59703,62601,59703,18980,17962,19042,17962,41814,42071,39387,41814,42071,42071,42071,5345,1123,5590,5590,852968,852968,852968,509,15705,49852,0,7308,7308,0,0,7195,7308,7195,7195,7308,2254,2254,2428,0,1143,2022,0,13.77,14.55,0.32,11.94,12.57,14.22,58.47,49.27,5.38,7.6,24.32,22.71,44.04,15.44,6.96,37.89,15.52,8.66,4.67,15.37,3.2,10.67,1.78,13.93,13.89,13.85,0.56,13.91,5.7,0,5.12,1.05,0,0,6.26,7.72,7.77,7.02,6.54,8.14,8.14,0.26,0,3.76,5.77,0,32989.32
09/05/2019,19,9,5,4,26176,16726,15,46373,48710,44159,46432,44159,18589,17683,18622,17683,50125,50772,48014,50125,51105,44671,51105,5628,11676,5914,5914,5236,5236,5236,2343,15845,33503,6324,9457,9457,9457,9415,9415,0,0,0,0,1960,1960,2112,3091,1110,1186,0,13.5,9,0.31,9.44,9.49,11.1,45.67,38.24,5.29,7.12,22.46,21.36,55.57,18.06,8.51,46.77,18.36,9.01,5.89,16.28,21.83,10.49,1.79,14.18,14.13,14.08,3.78,12.52,3.83,5.87,8.53,1.9,5.98,9.64,12.58,0,0,0,0,7.08,7.08,0.22,6.4,4.02,2.99,0,31723.92
10/05/2019,19,10,5,5,27352,29658,23,56273,61891,53703,56352,53703,16505,15336,16364,15336,46702,47321,46702,46702,47645,45921,47645,4516,10314,5252,5252,2336411,2336411,2336411,2366,9146,36039,4656,8668,8668,8668,8625,8625,0,0,0,0,0,0,0,3190,0,1620,779,12.63,13.48,0.43,10.82,12,12.75,52.43,45,4.72,6.81,22.07,20.26,48.92,17.45,8.27,41.27,17.3,9.45,5.29,14.87,22.08,10.69,2.16,13.63,13.64,13.68,3.74,8.81,4.13,4.29,8.41,1.8,5.93,9.04,14.04,0,0,0,0,0,0,0,6.43,0,5.36,2.08,32121
11/05/2019,19,11,5,6,23043,26299,24,51041,73378,48710,51103,48710,24898,23718,25004,23718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310,17350,27478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.28,12.12,0.46,9.78,13.97,11.53,46.76,42.68,6.8,9.07,28.65,27.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,14.04,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24544.44
12/05/2019,19,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14102.64
13/05/2019,20,13,5,1,27855,30193,19,56532,59896,53894,56600,53894,22690,21355,22575,21355,45259,45868,43306,45259,46200,39784,46200,5940,2797,6867,6867,1514233,1514233,1514233,2176,14404,41467,0,10827,10827,0,0,10664,10827,10664,10664,10827,1814,1814,1954,0,0,2082,0,13.32,14.72,0.37,10.94,11.63,13.51,55.64,45.37,6.32,8.5,27.05,25.33,48.86,17.72,8.27,41.4,16.85,8.19,5.13,18.11,9.28,13.26,2.54,16.72,16.72,16.74,3.45,11.59,4.72,0,7.58,1.56,0,0,9.34,11.47,11.47,10.4,9.68,6.55,6.55,0.21,0,0,5.97,0,34106.4
14/05/2019,20,14,5,2,25720,24678,17,54051,57055,51560,54107,51560,13353,12517,13381,12517,49292,49605,47108,49292,49605,47292,49605,5238,12083,5483,5483,833092,833092,833092,2764,10398,36637,6309,11064,11064,11064,11005,11005,0,0,0,0,2027,2027,2184,4696,1133,1981,0,11.93,10.58,0.33,11.01,11.1,11.53,48.07,43.64,3.91,5.9,19.2,17.63,53.01,17.84,8.71,45.49,18.08,9.64,5.58,16.97,23.5,10.46,1.74,13.69,13.65,13.61,4.33,9.79,4.12,5.88,10.11,2.24,6.98,11.23,14.73,0,0,0,0,7.33,7.33,0.23,9.63,4.65,5.65,0,33102.36
15/05/2019,20,15,5,3,30478,25339,23,55199,69458,52616,55243,52616,28338,26806,28246,26806,50737,51393,48676,50737,51725,45344,51725,4726,13673,5463,5463,1446527,1446527,1446527,880,21866,34318,7824,11052,11052,11052,11007,11007,0,0,0,0,1914,1914,2062,3183,0,2060,0,15,12.51,0.46,10.63,13.48,12.82,53.02,44.4,7.86,10.33,32.61,30.82,55.47,19.06,9.03,47.27,18.63,9.29,5.93,14.94,25.9,10.48,2.05,13.66,13.67,13.69,0.96,17.87,3.86,7.2,9.92,2.21,7,11.29,14.69,0,0,0,0,6.92,6.92,0.22,6.42,0,5.88,0,34585.56
16/05/2019,20,16,5,4,30310,33541,23,64017,74209,61198,64116,61198,21102,20071,21202,20071,51744,52380,49261,51744,52699,50998,52699,5630,13225,5892,5892,5220,5220,5220,3690,13158,45093,6420,11047,11047,11047,10989,10989,0,0,0,0,2306,2306,2485,4569,1160,1195,0,13.63,14.9,0.45,12.08,14.47,13.87,57.26,49.85,5.72,7.74,24.62,23.08,55.94,18.59,8.55,46.62,19.15,10.28,6.03,16.33,26.49,10.43,1.79,14.18,14.13,14.09,5.81,10.19,5.15,6.01,10.09,2.24,6.97,11.22,14.71,0,0,0,0,8.33,8.33,0.26,9.37,4.19,3.02,0,34374.24
17/05/2019,20,17,5,5,28751,31780,25,58372,66467,55636,58425,55636,24536,23196,24436,23196,52040,52680,50464,52040,52997,46607,52997,4753,1678,5509,5509,1402596,1402596,1402596,1371,16363,38909,0,12458,12458,0,0,12271,12458,12271,12271,12458,1463,1463,1577,0,0,1519,0,14.05,15.38,0.47,11.25,12.95,13.79,56.97,46.97,6.81,8.91,27.99,26.61,56.5,19.31,9.21,47.88,19.23,9.58,5.92,14.18,6.07,11.1,2.16,13.55,13.55,13.62,2.08,13.7,4.39,0,8.72,1.79,0,0,10.75,13.2,13.2,11.97,11.14,5.29,5.29,0.17,0,0,4.09,0,32889.96
